well,condition,timepoint_day,registration_channel,estimated_y_shift,estimated_x_shift,pre_registration_correlation,post_registration_correlation,overlap_fraction,registration_error,qc_pass,large_shift,reanchored,anchor_ref_day,n_reanchors,anchor_churn,well_registration_qc_pass,qc_note,row,column,common_crop
C05,PLD3_only_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,05,"{'y_start': 589, 'y_stop': 2827, 'x_start': 7, 'x_stop': 2698}"
C05,PLD3_only_no_mCherry,12,488nm Binned,-36.0,-132.0,0.008195128939766658,0.17881323206136665,0.9420003151205336,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,05,"{'y_start': 589, 'y_stop': 2827, 'x_start': 7, 'x_stop': 2698}"
C05,PLD3_only_no_mCherry,16,488nm Binned,-23.0,-39.0,0.012500576463785686,0.15969547342256124,0.9784911999673208,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,05,"{'y_start': 589, 'y_stop': 2827, 'x_start': 7, 'x_stop': 2698}"
C05,PLD3_only_no_mCherry,20,488nm Binned,-7.0,-152.0,-0.0018315001789147686,0.11884951938445538,0.9446900244899229,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,05,"{'y_start': 589, 'y_stop': 2827, 'x_start': 7, 'x_stop': 2698}"
C05,PLD3_only_no_mCherry,25,488nm Binned,76.0,7.0,0.004992458181101929,0.30608107563521847,0.9711246496229252,,True,False,True,20,2,0.25,True,anchored_masked_phase_cross_correlation,C,05,"{'y_start': 589, 'y_stop': 2827, 'x_start': 7, 'x_stop': 2698}"
C05,PLD3_only_no_mCherry,29,488nm Binned,55.0,-17.0,0.0059102806518139435,0.2634681829071573,0.9750090694412835,,True,False,False,20,2,0.25,True,anchored_masked_phase_cross_correlation,C,05,"{'y_start': 589, 'y_stop': 2827, 'x_start': 7, 'x_stop': 2698}"
C05,PLD3_only_no_mCherry,32,488nm Binned,513.0,-167.0,0.004027280480612191,0.20737330088879724,0.7733163664268249,,True,True,False,20,2,0.25,True,anchored_masked_phase_cross_correlation,C,05,"{'y_start': 589, 'y_stop': 2827, 'x_start': 7, 'x_stop': 2698}"
C05,PLD3_only_no_mCherry,36,488nm Binned,-41.0,-181.0,-0.0020915227439233393,0.14440877006605782,0.9234963449908479,,True,False,False,20,2,0.25,True,anchored_masked_phase_cross_correlation,C,05,"{'y_start': 589, 'y_stop': 2827, 'x_start': 7, 'x_stop': 2698}"
C05,PLD3_only_no_mCherry,39,488nm Binned,890.0,-137.0,0.0037953910539463135,0.1904577233035933,0.6567342911441404,,True,True,True,36,2,0.25,True,anchored_masked_phase_cross_correlation,C,05,"{'y_start': 589, 'y_stop': 2827, 'x_start': 7, 'x_stop': 2698}"
C10,PLD3_only_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,10,"{'y_start': 515, 'y_stop': 2770, 'x_start': 5, 'x_stop': 2693}"
C10,PLD3_only_no_mCherry,12,488nm Binned,-85.0,-135.0,0.011949100860796471,0.20295836197002776,0.9246865571914591,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,10,"{'y_start': 515, 'y_stop': 2770, 'x_start': 5, 'x_stop': 2693}"
C10,PLD3_only_no_mCherry,16,488nm Binned,-38.0,-40.0,0.011354235070975289,0.1625134294977138,0.9729881401858433,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,10,"{'y_start': 515, 'y_stop': 2770, 'x_start': 5, 'x_stop': 2693}"
C10,PLD3_only_no_mCherry,20,488nm Binned,-65.0,-156.0,0.004875054768384123,0.14141952160795668,0.9241755804928719,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,10,"{'y_start': 515, 'y_stop': 2770, 'x_start': 5, 'x_stop': 2693}"
C10,PLD3_only_no_mCherry,25,488nm Binned,82.0,5.0,0.001093733900999072,0.11224178536480035,0.9697151174213026,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,10,"{'y_start': 515, 'y_stop': 2770, 'x_start': 5, 'x_stop': 2693}"
C10,PLD3_only_no_mCherry,29,488nm Binned,54.0,-19.0,0.013118527157481309,0.31043124920116,0.9746714576658906,,True,False,True,25,2,0.25,True,anchored_masked_phase_cross_correlation,C,10,"{'y_start': 515, 'y_stop': 2770, 'x_start': 5, 'x_stop': 2693}"
C10,PLD3_only_no_mCherry,32,488nm Binned,451.0,-172.0,0.0018976366353500426,0.1694210416179085,0.7922062133210397,,True,False,False,25,2,0.25,True,anchored_masked_phase_cross_correlation,C,10,"{'y_start': 515, 'y_stop': 2770, 'x_start': 5, 'x_stop': 2693}"
C10,PLD3_only_no_mCherry,36,488nm Binned,-98.0,-184.0,0.0019006870195511394,0.15393308315217705,0.9038658675832395,,True,False,False,25,2,0.25,True,anchored_masked_phase_cross_correlation,C,10,"{'y_start': 515, 'y_stop': 2770, 'x_start': 5, 'x_stop': 2693}"
C10,PLD3_only_no_mCherry,39,488nm Binned,767.0,-140.0,0.00482003944309097,0.17885907251111877,0.696806389555116,,True,True,True,36,2,0.25,True,anchored_masked_phase_cross_correlation,C,10,"{'y_start': 515, 'y_stop': 2770, 'x_start': 5, 'x_stop': 2693}"
C12,PLD3_only_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,12,"{'y_start': 488, 'y_stop': 2748, 'x_start': 4, 'x_stop': 2693}"
C12,PLD3_only_no_mCherry,12,488nm Binned,-104.0,-134.0,0.012997255854272086,0.15162438053102956,0.918709600866776,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,12,"{'y_start': 488, 'y_stop': 2748, 'x_start': 4, 'x_stop': 2693}"
C12,PLD3_only_no_mCherry,16,488nm Binned,-44.0,-43.0,0.008357230203374633,0.13201370366823836,0.9698952905041734,,True,False,False,8,2,0.25,True,anchored_masked_phase_cross_correlation,C,12,"{'y_start': 488, 'y_stop': 2748, 'x_start': 4, 'x_stop': 2693}"
C12,PLD3_only_no_mCherry,20,488nm Binned,-93.0,-158.0,0.00943673379760032,0.4210935755856213,0.9142689787176929,,True,False,True,16,2,0.25,True,anchored_masked_phase_cross_correlation,C,12,"{'y_start': 488, 'y_stop': 2748, 'x_start': 4, 'x_stop': 2693}"
C12,PLD3_only_no_mCherry,25,488nm Binned,90.0,4.0,0.005015249882848857,0.19638210198474063,0.967268313463233,,True,False,False,16,2,0.25,True,anchored_masked_phase_cross_correlation,C,12,"{'y_start': 488, 'y_stop': 2748, 'x_start': 4, 'x_stop': 2693}"
C12,PLD3_only_no_mCherry,29,488nm Binned,56.0,-17.0,0.005232402991223539,0.20161550703420936,0.974662461169175,,True,False,False,16,2,0.25,True,anchored_masked_phase_cross_correlation,C,12,"{'y_start': 488, 'y_stop': 2748, 'x_start': 4, 'x_stop': 2693}"
C12,PLD3_only_no_mCherry,32,488nm Binned,429.0,-173.0,0.008691827250349895,0.12387357892455132,0.7991205073440591,,True,False,False,16,2,0.25,True,anchored_masked_phase_cross_correlation,C,12,"{'y_start': 488, 'y_stop': 2748, 'x_start': 4, 'x_stop': 2693}"
C12,PLD3_only_no_mCherry,36,488nm Binned,-120.0,-181.0,0.012005838660488273,0.10888007173120079,0.8976894078651751,,True,False,False,16,2,0.25,True,anchored_masked_phase_cross_correlation,C,12,"{'y_start': 488, 'y_stop': 2748, 'x_start': 4, 'x_stop': 2693}"
C12,PLD3_only_no_mCherry,39,488nm Binned,721.0,-139.0,0.00016309633337240469,0.16181758232288151,0.7123235227752394,,True,True,True,36,2,0.25,True,anchored_masked_phase_cross_correlation,C,12,"{'y_start': 488, 'y_stop': 2748, 'x_start': 4, 'x_stop': 2693}"
C07,PLD3_only_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,,True,False,False,8,3,0.375,True,anchored_masked_phase_cross_correlation,C,07,"{'y_start': 556, 'y_stop': 2801, 'x_start': 5, 'x_stop': 2696}"
C07,PLD3_only_no_mCherry,12,488nm Binned,-56.0,-132.0,0.012839034193741758,0.15138345476241313,0.9353477705222247,,True,False,False,8,3,0.375,True,anchored_masked_phase_cross_correlation,C,07,"{'y_start': 556, 'y_stop': 2801, 'x_start': 5, 'x_stop': 2696}"
C07,PLD3_only_no_mCherry,16,488nm Binned,-27.0,-36.0,0.008449564667484324,0.16757202566657103,0.9781516430034488,,True,False,False,8,3,0.375,True,anchored_masked_phase_cross_correlation,C,07,"{'y_start': 556, 'y_stop': 2801, 'x_start': 5, 'x_stop': 2696}"
C07,PLD3_only_no_mCherry,20,488nm Binned,-31.0,-150.0,0.004363831213614692,0.1320120507188113,0.9374551390907022,,True,False,False,8,3,0.375,True,anchored_masked_phase_cross_correlation,C,07,"{'y_start': 556, 'y_stop': 2801, 'x_start': 5, 'x_stop': 2696}"
