well,condition,timepoint_day,registration_channel,estimated_y_shift,estimated_x_shift,pre_registration_correlation,post_registration_correlation,overlap_fraction,registration_error,qc_pass,qc_note,row,column,common_crop
C15,PLD3_only_no_mCherry,12,488nm Binned,-80.4,0.0,0.0013119988529988523,0.009167706740302234,0.9719665271966527,0.99999999999999,True,phase_cross_correlation_on_stable_channel,C,15,"{'y_start': 0, 'y_stop': 2787, 'x_start': 0, 'x_stop': 1972}"
C15,PLD3_only_no_mCherry,16,488nm Binned,0.0,-896.0,0.004589203113040123,0.002502369212734364,0.6875871687587168,0.9999999999999858,True,phase_cross_correlation_on_stable_channel,C,15,"{'y_start': 0, 'y_stop': 2787, 'x_start': 0, 'x_stop': 1972}"
C16,PLD3_only_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,C,16,"{'y_start': 0, 'y_stop': 2868, 'x_start': 0, 'x_stop': 1882}"
C16,PLD3_only_no_mCherry,12,488nm Binned,0.0,-985.6,-8.302075940780136e-05,-0.012232830890348585,0.6563458856345886,0.999999999999984,True,phase_cross_correlation_on_stable_channel,C,16,"{'y_start': 0, 'y_stop': 2868, 'x_start': 0, 'x_stop': 1882}"
C16,PLD3_only_no_mCherry,16,488nm Binned,0.0,-673.6,0.007293970457704331,-0.007012791339434857,0.7651324965132497,0.999999999999987,True,phase_cross_correlation_on_stable_channel,C,16,"{'y_start': 0, 'y_stop': 2868, 'x_start': 0, 'x_stop': 1882}"
C19,PLD3_only_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,C,19,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1193, 'x_stop': 2868}"
C19,PLD3_only_no_mCherry,12,488nm Binned,0.0,479.0,0.001970459268315374,-0.003937241767994362,0.8329846582984658,0.9999999999999915,True,phase_cross_correlation_on_stable_channel,C,19,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1193, 'x_stop': 2868}"
C19,PLD3_only_no_mCherry,16,488nm Binned,0.0,1192.5,0.0006455835804201102,-0.0025217063100023565,0.5842050209205021,0.9999999999999803,True,phase_cross_correlation_on_stable_channel,C,19,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1193, 'x_stop': 2868}"
D06,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,06,"{'y_start': 1058, 'y_stop': 2868, 'x_start': 0, 'x_stop': 1866}"
D06,PLD3_TMEM106B_no_mCherry,12,488nm Binned,1057.5,0.0,0.002387039117391924,-0.004533588860815226,0.6312761506276151,0.9999999999999729,True,phase_cross_correlation_on_stable_channel,D,06,"{'y_start': 1058, 'y_stop': 2868, 'x_start': 0, 'x_stop': 1866}"
D06,PLD3_TMEM106B_no_mCherry,16,488nm Binned,0.0,-1001.7,0.013739530156141516,5.241717782152196e-05,0.6507322175732216,0.9999999999999828,True,phase_cross_correlation_on_stable_channel,D,06,"{'y_start': 1058, 'y_stop': 2868, 'x_start': 0, 'x_stop': 1866}"
C18,PLD3_only_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,C,18,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1219, 'x_stop': 2837}"
C18,PLD3_only_no_mCherry,12,488nm Binned,0.0,1218.9,0.0015401796953471176,0.010982342490114112,0.575,0.999999999999986,True,phase_cross_correlation_on_stable_channel,C,18,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1219, 'x_stop': 2837}"
C18,PLD3_only_no_mCherry,16,488nm Binned,0.0,-30.7,0.004664853048394291,0.006117144483440089,0.9892956764295677,0.9999999999999922,True,phase_cross_correlation_on_stable_channel,C,18,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1219, 'x_stop': 2837}"
C20,PLD3_only_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,C,20,"{'y_start': 257, 'y_stop': 2162, 'x_start': 0, 'x_stop': 2868}"
C20,PLD3_only_no_mCherry,12,488nm Binned,256.8,0.0,0.0070054438897289,0.011937062403648339,0.910460251046025,0.999999999999979,True,phase_cross_correlation_on_stable_channel,C,20,"{'y_start': 257, 'y_stop': 2162, 'x_start': 0, 'x_stop': 2868}"
C20,PLD3_only_no_mCherry,16,488nm Binned,-705.4,0.0,0.009598284288953363,0.0033703992648287627,0.754044630404463,0.9999999999999739,True,phase_cross_correlation_on_stable_channel,C,20,"{'y_start': 257, 'y_stop': 2162, 'x_start': 0, 'x_stop': 2868}"
D05,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,05,"{'y_start': 401, 'y_stop': 2657, 'x_start': 0, 'x_stop': 2868}"
D05,PLD3_TMEM106B_no_mCherry,12,488nm Binned,400.5,0.0,0.006990285454893338,0.0025338548484720494,0.8603556485355649,0.9999999999999838,True,phase_cross_correlation_on_stable_channel,D,05,"{'y_start': 401, 'y_stop': 2657, 'x_start': 0, 'x_stop': 2868}"
D05,PLD3_TMEM106B_no_mCherry,16,488nm Binned,-210.1,0.0,0.025750236239654195,0.006873809830732179,0.9267433751743376,0.9999999999999883,True,phase_cross_correlation_on_stable_channel,D,05,"{'y_start': 401, 'y_stop': 2657, 'x_start': 0, 'x_stop': 2868}"
D07,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,07,"{'y_start': 534, 'y_stop': 2868, 'x_start': 99, 'x_stop': 2868}"
D07,PLD3_TMEM106B_no_mCherry,12,488nm Binned,0.0,98.1,0.01083558775949502,-0.00038290123053150675,0.965794979079498,0.999999999999984,True,phase_cross_correlation_on_stable_channel,D,07,"{'y_start': 534, 'y_stop': 2868, 'x_start': 99, 'x_stop': 2868}"
D07,PLD3_TMEM106B_no_mCherry,16,488nm Binned,533.2,0.0,0.015131745958555319,0.004355575186198814,0.8140864714086472,0.9999999999999485,True,phase_cross_correlation_on_stable_channel,D,07,"{'y_start': 534, 'y_stop': 2868, 'x_start': 99, 'x_stop': 2868}"
D08,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,08,"{'y_start': 24, 'y_stop': 2458, 'x_start': 0, 'x_stop': 2868}"
D08,PLD3_TMEM106B_no_mCherry,12,488nm Binned,23.1,0.0,0.006539004006921803,0.0038715841549684725,0.9919456066945607,0.9999999999999708,True,phase_cross_correlation_on_stable_channel,D,08,"{'y_start': 24, 'y_stop': 2458, 'x_start': 0, 'x_stop': 2868}"
D08,PLD3_TMEM106B_no_mCherry,16,488nm Binned,-409.1,0.0,0.0049299081594764566,0.0018091742717311471,0.8573570432357044,0.9999999999999504,True,phase_cross_correlation_on_stable_channel,D,08,"{'y_start': 24, 'y_stop': 2458, 'x_start': 0, 'x_stop': 2868}"
D09,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,09,"{'y_start': 659, 'y_stop': 2868, 'x_start': 0, 'x_stop': 1756}"
D09,PLD3_TMEM106B_no_mCherry,12,488nm Binned,658.1,0.0,-0.0020403445301328546,-0.003717298264427976,0.7705369595536959,0.9999999999999825,True,phase_cross_correlation_on_stable_channel,D,09,"{'y_start': 659, 'y_stop': 2868, 'x_start': 0, 'x_stop': 1756}"
